ZCTA5CE10,city,latitude,longitude,Area,Affect_area,pct,pop,household,affect
91051,Pasadena,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91066,Arcadia,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91077,Arcadia,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91101,Pasadena,34.146607,-118.1391,842.1069413401151,None Affected,None Affect,20460,11873,No
91102,Pasadena,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91103,Pasadena,34.166706,-118.159,3489.529487170056,None Affected,None Affect,27480,9076,No
91104,Pasadena,34.169356,-118.12392,2439.9226491990494,None Affected,None Affect,36751,13670,No
91105,Pasadena,34.137857,-118.16329,2369.4630908036424,None Affected,None Affect,11254,5704,No
91106,Pasadena,34.142557,-118.12715,1893.2327802531481,None Affected,None Affect,24229,11742,No
91107,Pasadena,34.151066,-118.08974,5312.310158699389,None Affected,None Affect,32940,13763,No
91108,San Marino,34.122658,-118.11296,2446.0247871840775,None Affected,None Affect,13361,4562,No
91109,Pasadena,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91110,Pasadena,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91114,Pasadena,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91115,Pasadena,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91116,Pasadena,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91117,Pasadena,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91118,San Marino,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91121,Pasadena,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91123,Pasadena,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91124,Pasadena,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91125,Pasadena,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91126,Pasadena,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91129,Pasadena,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91131,Pasadena,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91175,Pasadena,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91182,Pasadena,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91184,Pasadena,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91185,Pasadena,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91186,Pasadena,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91187,Pasadena,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91188,Pasadena,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91189,Pasadena,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91191,Pasadena,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91199,Pasadena,34.17,-118.12,0,None Affected,None Affect,NA,NA,No
91201,Glendale,34.17013,-118.29158,1512.5029273859075,None Affected,None Affect,22781,8590,No
91202,Glendale,34.166567,-118.26994,1318.705751441403,None Affected,None Affect,22830,9297,No
91203,Glendale,34.152757,-118.2658,517.5020749510596,None Affected,None Affect,13220,5407,No
91204,Glendale,34.135259,-118.25948,727.5979573035269,None Affected,None Affect,16032,5969,No
91205,Glendale,34.138514,-118.243,1208.5515485354265,None Affected,None Affect,37810,14899,No
91206,Glendale,34.156674,-118.22937,3780.841935131369,None Affected,None Affect,33065,14041,No
91207,Glendale,34.165373,-118.24532,2928.158505289555,None Affected,None Affect,10506,4283,No
91208,Glendale,34.189605,-118.22857,4435.504239538722,None Affected,None Affect,16245,6342,No
91209,Glendale,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91210,Glendale,33.786594,-118.298662,28.054762086817476,None Affected,None Affect,328,309,No
91214,La Crescenta,34.232003,-118.24753,4852.489318011448,None Affected,None Affect,30356,10919,No
91221,Glendale,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91222,Glendale,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91224,La Crescenta,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91225,Glendale,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91226,Glendale,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91301,Agoura Hills,34.139536,-118.7607,21905.976203447015,None Affected,None Affect,25488,9559,No
91302,Calabasas,34.133513,-118.66464,17112.38914911396,None Affected,None Affect,25709,9702,No
91303,Canoga Park,34.198204,-118.60206,1396.2764212291852,None Affected,None Affect,26855,9502,No
91304,Canoga Park,34.218654,-118.62538,6031.285494941205,None Affected,None Affect,50231,17456,No
91305,Canoga Park,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91306,Winnetka,34.209407,-118.57735,2664.8420921473617,None Affected,None Affect,45061,14389,No
91307,West Hills,34.197737,-118.64797,5147.497379995266,None Affected,None Affect,24474,8556,No
91308,West Hills,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91309,Canoga Park,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91310,Castaic,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91311,Chatsworth,34.259052,-118.59426,21131.076719352463,None Affected,None Affect,36557,14021,No
91312,Chatsworth,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91313,Chatsworth,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91316,Encino,34.168753,-118.51636,3378.6034267301,None Affected,None Affect,26898,12692,No
91319,Newbury Park,34.032383,-119.1343,0,None Affected,None Affect,NA,NA,No
91320,Newbury Park,34.175038,-118.93956,11673.857266853624,None Affected,None Affect,44274,15438,No
91321,Newhall,34.377782,-118.51489,16593.25370741649,None Affected,None Affect,34882,11892,No
91322,Newhall,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91324,Northridge,34.240353,-118.55038,2825.2769923870337,None Affected,None Affect,27669,10020,No
91325,Northridge,34.235055,-118.51766,3091.9011952731607,None Affected,None Affect,32417,12488,No
91326,Northridge,34.276154,-118.54581,5225.735406584502,None Affected,None Affect,33708,12206,No
91327,Northridge,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91328,Northridge,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91329,Northridge,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91330,Northridge,33.786594,-118.298662,215.9367586578312,None Affected,None Affect,2702,2,No
91331,Pacoima,34.254751,-118.42406,5704.167808999543,None Affected,None Affect,103689,23780,No
91333,Pacoima,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91334,Pacoima,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91335,Reseda,34.200104,-118.54099,4219.712151593969,None Affected,None Affect,74363,24158,No
91337,Reseda,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91340,San Fernando,34.284935,-118.43821,2163.3064472069623,None Affected,None Affect,34188,8623,No
91341,San Fernando,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91342,Sylmar,34.307877,-118.42904,35419.85619045169,None Affected,None Affect,91725,24967,No
91343,North Hills,34.239503,-118.48224,3790.902865179,None Affected,None Affect,60254,17619,No
91344,Granada Hills,34.277648,-118.50047000000001,10727.90502103793,None Affected,None Affect,51747,17444,No
91345,Mission Hills,34.264635,-118.45961,2082.690978119368,None Affected,None Affect,18496,5412,No
91346,Mission Hills,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91350,Santa Clarita,34.481172,-118.42821000000001,10856.169720405622,None Affected,None Affect,33348,11336,No
91351,Canyon Country,34.424794,-118.44513,6128.7754521659,None Affected,None Affect,32362,10531,No
91352,Sun Valley,34.224089,-118.37563,7615.954173553397,None Affected,None Affect,47807,12620,No
91353,Sun Valley,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91354,Valencia,34.445313,-118.55252,5577.35892850497,None Affected,None Affect,28722,9926,No
91355,Valencia,34.406519,-118.56214,10018.757511318814,None Affected,None Affect,32605,13322,No
91356,Tarzana,34.164255,-118.54472,4693.1042657772405,None Affected,None Affect,29458,12454,No
91357,Tarzana,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91358,Thousand Oaks,34.032383,-119.1343,0,None Affected,None Affect,NA,NA,No
91359,Westlake Village,34.032383,-119.1343,0,None Affected,None Affect,NA,NA,No
91360,Thousand Oaks,34.208837,-118.87348,9263.719414058836,None Affected,None Affect,42402,15515,No
91361,Westlake Village,34.14348,-118.85608,21865.098309207133,None Affected,None Affect,20438,8738,No
91362,Thousand Oaks,34.190804,-118.83704,12557.857950017875,None Affected,None Affect,36045,14033,No
91363,Westlake Village,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91364,Woodland Hills,34.158214,-118.60061,4865.404237384918,None Affected,None Affect,25851,10975,No
91365,Woodland Hills,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91367,Woodland Hills,34.176238,-118.61992,4763.984030490763,None Affected,None Affect,39499,18210,No
91371,Woodland Hills,33.786594,-118.298662,154.27440917489025,None Affected,None Affect,1,1,No
91372,Calabasas,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91376,Agoura Hills,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91377,Oak Park,34.182875,-118.76893,3387.3088644275317,None Affected,None Affect,13811,5297,No
91380,Santa Clarita,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91381,Stevenson Ranch,34.384663,-118.58704,24100.80859978427,None Affected,None Affect,20158,6848,No
91382,Santa Clarita,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91383,Santa Clarita,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91384,Castaic,34.478797,-118.65255,71791.01745286371,None Affected,None Affect,29855,7197,No
91385,Valencia,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91386,Canyon Country,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91387,Santa Clarita,34.421537,-118.419181,31740.863307068812,None Affected,None Affect,40328,13793,No
91388,Van Nuys,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91390,Santa Clarita,34.490004,-118.300826,92206.15198014016,None Affected,None Affect,19786,6742,No
91392,Sylmar,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91393,North Hills,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91394,Granada Hills,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91395,Mission Hills,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91396,Winnetka,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91399,Woodland Hills,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91401,Van Nuys,34.176505,-118.43308,2213.922229151894,None Affected,None Affect,39285,15289,No
91402,Panorama City,34.223753,-118.44322,2402.518720408064,None Affected,None Affect,69817,19179,No
91403,Sherman Oaks,34.152513,-118.46396,2322.1799127086674,None Affected,None Affect,23484,12051,No
91404,Van Nuys,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91405,Van Nuys,34.199704,-118.44724,2124.74813568504,None Affected,None Affect,51145,17442,No
91406,Van Nuys,34.201491,-118.49376,5216.866410009746,None Affected,None Affect,51558,18034,No
91407,Van Nuys,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91408,Van Nuys,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91409,Van Nuys,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91410,Van Nuys,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91411,Van Nuys,34.178305,-118.45858,1305.0097188033772,None Affected,None Affect,24628,9788,No
91412,Panorama City,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91413,Sherman Oaks,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91416,Encino,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91423,Sherman Oaks,34.153628,-118.43222,2813.6307474022688,None Affected,None Affect,30991,15787,No
91426,Encino,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91436,Encino,34.155625,-118.48925,3685.564397961617,None Affected,None Affect,14372,5788,No
91470,Van Nuys,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91482,Van Nuys,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91495,Sherman Oaks,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91496,Van Nuys,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91497,Van Nuys,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91499,Van Nuys,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91501,Burbank,34.186755,-118.30153,2555.54708493174,None Affected,None Affect,20849,8686,No
91502,Burbank,34.177606,-118.30954,860.0554833119695,None Affected,None Affect,11371,5419,No
91503,Burbank,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91504,Burbank,34.201254,-118.32993,3160.6072241137495,None Affected,None Affect,24939,9702,No
91505,Burbank,34.166906,-118.34366,3231.048511388296,None Affected,None Affect,30778,13850,No
91506,Burbank,34.169663,-118.32364,1564.347727156676,None Affected,None Affect,18904,7927,No
91507,Burbank,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91508,Burbank,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91510,Burbank,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91521,Burbank,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91522,Burbank,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91523,Burbank,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91526,Burbank,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91601,North Hollywood,34.168206,-118.37246,1697.5651660157127,None Affected,None Affect,37180,17392,No
91602,North Hollywood,34.152476,-118.36841,1330.3904721638708,None Affected,None Affect,17473,9946,No
91603,North Hollywood,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91604,Studio City,34.143856,-118.39429,3329.3698338733466,None Affected,None Affect,29034,15373,No
91605,North Hollywood,34.208142,-118.4011,3495.60928003765,None Affected,None Affect,56343,16199,No
91606,North Hollywood,34.185698,-118.38836,2142.484036594728,None Affected,None Affect,44958,15676,No
91607,Valley Village,34.165706,-118.39986,1573.5796072385747,None Affected,None Affect,27927,13841,No
91608,Universal City,34.139397,-118.35034,392.98812014720295,None Affected,None Affect,0,0,No
91609,North Hollywood,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91610,Toluca Lake,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91611,North Hollywood,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91612,North Hollywood,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91614,Studio City,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91615,North Hollywood,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91616,North Hollywood,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91617,Valley Village,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91618,North Hollywood,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91671,Los Angeles,34.175205,-118.382212,0,None Affected,None Affect,NA,NA,No
91701,Alta Loma,34.131659,-117.5924,4654.536528420124,None Affected,None Affect,38976,13351,No
91702,Azusa,34.128907,-117.90309,109353.31826057767,None Affected,None Affect,59705,16224,No
91706,Baldwin Park,34.087108,-117.96966,9151.618945756198,None Affected,None Affect,76571,18067,No
91708,Chino,34.839964,-115.967051,6137.718274926916,None Affected,None Affect,3369,381,No
91709,Chino Hills,33.975267,-117.72305,21908.38145004041,None Affected,None Affect,74796,23615,No
91710,Chino,34.015963,-117.68737,13777.97876534792,None Affected,None Affect,80358,23009,No
91711,Claremont,34.110009,-117.71973,9693.745476905222,None Affected,None Affect,35705,12431,No
91714,City Of Industry,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91715,City Of Industry,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91716,City Of Industry,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91718,Corona,33.752886,-116.055617,0,None Affected,None Affect,NA,NA,No
91719,Corona,33.735688,-117.42049,0,None Affected,None Affect,NA,NA,No
91720,Corona,33.752886,-116.055617,0,None Affected,None Affect,NA,NA,No
91722,Covina,34.097708,-117.90698,2644.5688531986625,None Affected,None Affect,34409,10450,No
91723,Covina,34.085809,-117.88694,1493.0627185814017,None Affected,None Affect,18275,6672,No
91724,Covina,34.088771,-117.85817,3987.1584019331326,None Affected,None Affect,26184,8771,No
91729,Rancho Cucamonga,34.839964,-115.967051,0,None Affected,None Affect,NA,NA,No
91730,Rancho Cucamonga,34.104555,-117.58734,9273.172819098378,None Affected,None Affect,66925,24024,No
91731,El Monte,34.076642,-118.03942,2480.874563500619,None Affected,None Affect,29591,8381,No
91732,El Monte,34.070659,-118.01383,3005.625362943678,None Affected,None Affect,61386,15347,No
91733,South El Monte,34.05051,-118.04834,4477.185249420932,None Affected,None Affect,43896,10297,No
91734,El Monte,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91735,El Monte,33.786594,-118.298662,0,None Affected,None Affect,NA,NA,No
91737,Alta Loma,34.147849,-117.57847,5354.603421116344,None Affected,None Affect,24740,8399,No
91739,Rancho Cucamonga,34.127819,-117.5246,18810.93289039653,None Affected,None Affect,34794,10890,No
